Russian,Kubachin
Желтый.,Бухъузиб.
Коричневый.,Дулкьунзиб.
Серый.,ХIинзиб.
Светло-синий.,Шалал-хьацIзиб.
Светло-красный.,Шалал-итIинзиб.
"Светло-зеленый, салатовый.",Шалал-шяняшзиб.
"Темно-красный, бордовый.",Тумтле итIинзиб/бе̄ ла-рангла.
Темно-синий.,Тумтле хьацIзиб.
Темно-зеленый.,Тумтле шяняшсиб.
Желтоватый.,Бухъучеиккузиб.
Золотистый.,Мутилла-ранг.
Фиолетовый.,Шикьялла ранг/манавша.
Голубой.,ГъгIужзиб.
Розовый.,Тталаранг.
Темный.,Тумтзиб/цIябгъзиб.
Пятнистый.,Хъулзиб.
Оранжевый.,КьацIгъунзиб.
Хаки.,Мичигъзиб.
ПРОДУКТЫ,ДЕКВАЛА
Молоко.,Ниг.
Кефир.,Детиб ниг.
Сметана.,Бӯт.
Топленое масло.,Нех.
Сливочное масло.,Бяхъяла.
Мясо.,Диг.
Сыр.,Нисса.
Творог.,Гьабсиб нисса.
Яйцо /яйца.,Духъе.
Мед.,Вада.
Хлеб.,ТIулутI.
Урбеч.,Урбиш.
Чуду.,ХIялукуц.
Животный жир/топленный.,ХIуле/митIе.
Сушеное мясо.,Бегъуб диг.
Соль/перец.,Цце/гъам/иссут.
Сыворотка.,Нигье.
Домашняя колбаса.,БгIиххяжай/бицIа.
Вам.,Ищи.
Ваше.,Ищила.
Вами.,Ущадил.
Все/присутствующие.,СикIал /лидил.
Вы.,Уща.
Его.,Синна/ итила/ икIила/ ихила.
Ему.,Синий/ итий/икIий/ихий.
Им.,Чуй.
Мне.,Дам /даммий.
Мной.,Дудил.
"Мой (моя, моё, мои).",Дила.
Мы.,Нусса.
Нам.,Нисси.
Наше.,Ниссилла.
Нами.,Нуссадил.
О вас.,Ищижил.
О нас.,Ниссижил.
Обо мне.,Дижил.
О тебе.,Ижил.
О них.,Иттажил.
Он.,"Ит, ил."
Они.,"Итте, илтте, ихтте, икIтте."
С ним.,"Илццил, синццил."
С этим.,Итиццил.
Со мной.,Диццил.
Твой.,Ила.
Тебе.,Иттий.
Тобой.,Удил.
Тот.,Ит.
Ты.,У.
Этот.,Йей.
Эти.,Йиште.
Я.,Ду.
абрикос,ахъбазан
айва,ччимите
бабушка,абахъалааба
бабушка,аттаба
балкон,таакванна
борода,муцIуй
брат,уцце
брови,нутбе
бурка,ваате
вам,ишший
ваш,ишшила
вверху,хъайиб
виноград,тIитIе
внизу,хьайиб
восемнадцать,вицIнуккая
восемь,ккаа
впереди,талаб
второй,кIвеибил
вы,уша
глаз,уле
голова,бикI
горох,хъаа
груша,хъий
два,кIве
двадцать,гъа
двенадцать,вицIнукIва
двери,уцца
девушка,йуссе
девятнадцать,вицIнугIучIумал
девять,гIучIум
день,бэ
деньги,аас
дерево,ккалкка
дерево,ттуутта
десять,вицI
дом,хъал
дрова,уусул
его,идила
ее,идила
ей,идий
ему,идий
есть,сав
есть,сай
есть,саб
жалость,уукIицIе
железный,мих
жена,хьунул
жених,ваччибтуй
женщина,хьунул
здесь,яниб
зелень,кьай
земля,гIянчча
зуб,сула
изделия,мятяхI
им,иттадий
их,иттала
камень,къаакъа
картошка,картуп
каштаны,чяхIмялуте
кошка,ччиту
крыша,хъалтал
куда,чина
кузен,уццикьай
кузина,йуццикьай
кушанье,буккин
лестница,ццаане
лоб,натта
лошадь,ууче
лук,сееже
любимая,йиккана
любовь,дикка
люди,уй
магазин,тукан
малина,зиза
мальчик,гал
мама,аба
масло сливочное,бяхъяла
масло топленное,неех
мачеха,юххе аба
мне,дам
можно,ажилал саб
мозг,маа
мой,дила
молоко,ниг
море,уухьу
морковь,житI
Муж,адаме
Мужчина,адаме
мука,нукьун
мы,нусса
мясо,диг
налево,хъямилнашал
нам,ниссий
наполнить,бицIий
направо,гIяхилнашал
наш,ниссила
не знаю,ахху
не нужно,бажил асаб
небо,ццаб
невеста,йаччибтуй
невозможно,гъамакква
нельзя,агага
нога,тIюй
нос,къюхъ
обязательно,гьегъубза
один,са
одиннадцать,вицIнуса
окно,уццадигала
он,ид
они,итте
орех,хъихьв
оставить,батий
отец,атта
отсюда,янил
оттуда,иттул
оттуда-отсюда,итту-янил
первый,саибил
персик,кьвайче
покупатель,иссана
покупатель,муштаре
покушать,бееквий
продавец,биисана
продавец,туканче
прямо,читахьвле
пятнадцать,вицIнухьва
пятый,хьуибил
пять,хьу
работа,гIяче
ресницы,кIяпIикIвне
родня,агьлу
родственник,тухум
рот,мууле
рука,няхъ
рядом,шулиб
с радостью,биккубал
свекор,тублатта
свекровь,тублаба
сделать,баакьий
семнадцать,вицIнувеея
семь,вее
сено,маа
сердце,уукIе
серьга,ууцIа
сестра,йуцце
сзади,гьилаб
сметана,буут
смородина,хъаза
согласен,разилда
согласна,разилда
спасибо,баркалла
старуха,йухъна
сто,дяш
суп,неегь
сын,гал
сыр,нисса
там,иттуб
твой,ила
тебе,иттий
тело,чаах
тело,ххамха
тело,ххамха
тело,ххамха
топор,баатта
третий,гIябибил
три,гIяб
тринадцать,вицIнугIяппа
троюродная сестра,няхъла йуццикьай
троюродный брат,няхъла уццикьай
туда,итту
ты,у
тысяча,азий
убить,кахьвий
финики,чамистаке
фрукты,цIидихь
фундук,силмикв
хинкал,ккуц
хлеб,тIулутI
хорошо,гIяхсиб
хочу,бичче
цветы,угге
часы,сахIят
черешня,багIле
четвертый,агъвибил
четыре,агъв
четырнадцать,вицIнуагъва
чуду,хIялуккуц
шерсть,ппала
шестнадцать,вицIнуэкка
шесть,эк
шея,хъяб
щека,экъе
я,ду
яблоко,гьинзе
язык,муццул
яйцо,духъе
Первый,Саибил
Второй,КIвибил
Третий,ГIябибил
Четвертый,Агъвибил
Пятый,Хьвуибил
Шестой,Экибил
Седьмой,Веибил
Восьмой,Ккаибил
Девятый,ГIучIюмибил
Десятый,ВицIибил
Одиннадцатый,ВецIну са ибил
Двадцатый,Гъаибил
Тридцатый,ГIябцIалибил
Сороковый,АгъвцIалибил
Двухсотый,КIвидяшибил
